Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2017-123463,12/23/2017,12/23/2017,Same Day,GZ-14470
CA-2016-165148,10/22/2016,10/24/2016,First Class,PM-19135
CA-2014-134061,4/29/2014,05-04-14,Standard Class,LL-16840
CA-2015-143602,4/25/2015,4/28/2015,Second Class,JS-15595
CA-2017-115364,6/26/2017,07-02-17,Standard Class,OT-18730
CA-2017-150707,10/14/2017,10/19/2017,Standard Class,EL-13735
CA-2014-104976,12-09-14,12/16/2014,Standard Class,CK-12760
CA-2017-132934,6/20/2017,6/26/2017,Standard Class,JE-15475
CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550
CA-2016-105494,11-10-16,11-12-16,First Class,PC-18745
CA-2016-140634,10-03-16,10-06-16,Second Class,HL-15040
CA-2014-144407,09-09-14,9/15/2014,Standard Class,MS-17365
CA-2017-160983,10/29/2017,10/31/2017,Second Class,GB-14530
US-2016-114622,04-10-16,04-12-16,First Class,JR-16210
CA-2017-150959,11-11-17,11/13/2017,First Class,TD-20995
CA-2017-132353,9/15/2017,9/17/2017,First Class,DB-13060
CA-2016-130477,04-08-16,04-12-16,Standard Class,LC-17140
CA-2017-143259,12/30/2017,01-03-18,Standard Class,PO-18865
CA-2017-137596,09-02-17,09-07-17,Standard Class,BE-11335
CA-2015-133627,5/31/2015,06-07-15,Standard Class,SC-20050
CA-2017-102519,11/27/2017,11/29/2017,First Class,BM-11650
US-2014-141215,6/15/2014,6/21/2014,Standard Class,KL-16555
CA-2016-165218,03-05-16,03-11-16,Standard Class,RW-19630
CA-2014-138296,12-05-14,12-12-14,Standard Class,RC-19825
CA-2015-111164,04-11-15,4/15/2015,Standard Class,SE-20110
CA-2016-149797,9/15/2016,9/20/2016,Standard Class,AH-10075
CA-2014-132962,9/13/2014,9/16/2014,First Class,JM-15535
CA-2015-115091,10-05-15,10-09-15,Standard Class,JJ-15760
CA-2017-144932,4/14/2017,4/17/2017,First Class,AB-10165
CA-2017-114216,09-02-17,09-06-17,Standard Class,RK-19300
CA-2016-140081,6/20/2016,6/24/2016,Standard Class,CG-12040
US-2017-111745,11-05-17,11-06-17,First Class,RA-19885
CA-2015-148250,12/13/2015,12/17/2015,Standard Class,RP-19270
CA-2016-105760,6/19/2016,6/20/2016,First Class,KC-16255
CA-2016-142958,12/13/2016,12/20/2016,Standard Class,RW-19630
CA-2015-120880,5/29/2015,06-03-15,Standard Class,JL-15850
US-2015-140200,7/26/2015,7/28/2015,First Class,CA-12775
US-2017-110576,11/28/2017,12-02-17,Standard Class,RB-19795
CA-2017-131156,04-03-17,04-07-17,Standard Class,KH-16360
CA-2017-136539,12/28/2017,01-01-18,Standard Class,GH-14665
CA-2017-119305,11/30/2017,12-04-17,Standard Class,SW-20275
CA-2017-102414,5/15/2017,5/18/2017,Second Class,JA-15970
CA-2015-112571,9/22/2015,9/22/2015,Same Day,DL-12925
CA-2017-152142,11/14/2017,11/19/2017,Standard Class,LW-16990
CA-2015-160059,11/27/2015,12-01-15,Standard Class,TB-21190
CA-2016-120859,09-01-16,09-04-16,First Class,CV-12805
CA-2014-127488,9/22/2014,9/24/2014,Second Class,MS-17365
CA-2017-135279,04-09-17,04-11-17,First Class,BS-11800
CA-2014-115791,1/16/2014,1/18/2014,Second Class,DL-13315
US-2017-103247,10-05-17,10-08-17,Second Class,PO-19195
US-2017-100209,07-09-17,7/15/2017,Standard Class,TD-20995
CA-2017-159366,01-07-17,01-10-17,First Class,BW-11110
CA-2016-145499,5/30/2016,5/31/2016,First Class,RW-19690
CA-2015-157035,12-09-15,12-12-15,First Class,KB-16600
CA-2016-144939,10-03-16,10-08-16,Standard Class,EB-13870
CA-2014-163419,11-11-14,11/14/2014,Second Class,TZ-21580
CA-2017-100314,9/29/2017,10-05-17,Standard Class,AS-10630
CA-2015-146829,03-10-15,03-10-15,Same Day,TS-21340
CA-2017-167899,5/21/2017,5/26/2017,Standard Class,JG-15805
CA-2015-153549,3/29/2015,3/31/2015,Second Class,SL-20155
CA-2016-110023,09-09-16,09-11-16,First Class,TS-21610
CA-2016-105585,8/26/2016,8/27/2016,First Class,RF-19735
CA-2014-117639,5/21/2014,5/25/2014,Standard Class,MW-18235
CA-2015-162537,10/28/2015,11-03-15,Standard Class,RD-19585
CA-2016-155488,11/13/2016,11/17/2016,Standard Class,FM-14290
CA-2015-124891,7/31/2015,7/31/2015,Same Day,RH-19495
CA-2015-126445,8/27/2015,8/31/2015,Standard Class,RA-19945
CA-2015-111199,11/13/2015,11/17/2015,Standard Class,JK-15730
CA-2015-105312,11-06-15,11-09-15,First Class,MT-17815
US-2017-106705,12/26/2017,01-01-18,Standard Class,PO-18850
CA-2017-135034,08-01-17,08-03-17,First Class,AT-10735
CA-2014-158540,11/24/2014,11/26/2014,First Class,VG-21790
CA-2017-118437,6/17/2017,6/21/2017,Second Class,PF-19165
US-2015-126214,12/21/2015,12/24/2015,Second Class,JS-15880
CA-2015-133025,9/17/2015,9/19/2015,Second Class,MO-17800
CA-2015-108665,07-06-15,07-10-15,Standard Class,KM-16225
CA-2015-124450,4/27/2015,05-03-15,Standard Class,GT-14710
CA-2015-167269,6/16/2015,6/20/2015,Standard Class,PB-19150
CA-2017-106964,12/17/2017,12/20/2017,First Class,HR-14770
CA-2016-126529,01-11-16,1/13/2016,Second Class,DE-13255
CA-2014-163552,07-11-14,7/15/2014,Standard Class,LA-16780
CA-2016-109820,11/20/2016,11/22/2016,First Class,AG-10390
CA-2016-113061,4/22/2016,4/26/2016,Standard Class,EL-13735
CA-2015-127418,6/13/2015,6/14/2015,First Class,JJ-15445
CA-2017-121818,11/20/2017,11/21/2017,First Class,JH-15430
CA-2016-127670,3/20/2016,3/24/2016,Standard Class,RD-19660
CA-2016-102981,09-06-16,09-09-16,Second Class,MO-17500
CA-2017-115651,07-09-17,07-12-17,First Class,NS-18640
CA-2017-152702,10-12-17,10/16/2017,Standard Class,SN-20710
CA-2016-169103,03-08-16,3/13/2016,Standard Class,ZC-21910
CA-2014-139192,5/27/2014,06-01-14,Second Class,LC-16885
US-2015-153500,07-03-15,07-05-15,First Class,DG-13300
CA-2015-110667,04-04-15,04-08-15,Standard Class,NF-18595
CA-2017-167150,12-10-17,12/17/2017,Standard Class,BP-11185
CA-2016-105284,11/24/2016,12-01-16,Standard Class,MG-17650
US-2015-125374,3/23/2015,3/29/2015,Standard Class,JD-16060
CA-2015-161263,4/16/2015,4/21/2015,Standard Class,TS-21160
CA-2016-157686,10-01-16,10-02-16,First Class,BD-11620
US-2017-139955,9/28/2017,9/30/2017,Second Class,CM-12160
US-2015-150161,7/25/2015,7/29/2015,Standard Class,RB-19795
CA-2015-144652,11/20/2015,11/26/2015,Standard Class,SN-20560
CA-2016-152814,4/28/2016,05-02-16,Standard Class,EH-14005
CA-2017-106943,11/14/2017,11/19/2017,Standard Class,FO-14305
CA-2016-134348,11-12-16,11/19/2016,Standard Class,MS-17710
CA-2016-161781,9/29/2016,9/30/2016,First Class,CC-12100
CA-2017-132521,9/23/2017,9/25/2017,Second Class,DW-13540
CA-2015-110016,11/29/2015,12-04-15,Standard Class,BT-11395
US-2016-143819,03-01-16,03-05-16,Standard Class,KD-16270
CA-2016-167584,08-12-16,08-12-16,Same Day,LC-16870
CA-2016-166163,8/15/2016,8/20/2016,Second Class,CY-12745
CA-2017-158407,06-04-17,06-10-17,Standard Class,LW-16990
CA-2015-143490,12-06-15,12/13/2015,Standard Class,NP-18325
CA-2015-165085,12/27/2015,12/31/2015,Standard Class,BT-11485
CA-2017-160423,1/21/2017,1/26/2017,Standard Class,PS-19045
CA-2014-159338,6/25/2014,6/28/2014,First Class,NS-18640
CA-2016-107216,6/14/2016,6/17/2016,First Class,PV-18985
US-2017-145863,4/21/2017,4/27/2017,Standard Class,RP-19390
CA-2016-112340,10/21/2016,10/27/2016,Standard Class,NM-18520
US-2016-110156,11/19/2016,11/24/2016,Standard Class,EH-13945
CA-2017-140585,12/18/2017,12/23/2017,Second Class,RA-19915
CA-2016-144855,7/22/2016,7/24/2016,Second Class,DL-13495
CA-2015-142755,09-04-15,09-08-15,Standard Class,CS-12355
US-2014-147627,1/20/2014,1/26/2014,Standard Class,HL-15040
CA-2015-105970,03-02-15,03-07-15,Standard Class,PA-19060
CA-2016-112102,04-12-16,4/16/2016,Standard Class,BD-11605
US-2016-114776,12-06-16,12-07-16,First Class,GG-14650
US-2016-134908,06-05-16,06-09-16,Standard Class,JS-15940
US-2016-148803,12-11-16,12-11-16,Same Day,LR-16915
CA-2016-152170,11-12-16,11/15/2016,Second Class,FH-14275
CA-2014-146969,9/29/2014,10-03-14,Standard Class,AP-10915
CA-2015-112452,04-04-15,04-04-15,Same Day,NC-18340
CA-2015-113971,05-08-15,5/14/2015,Standard Class,CB-12535
CA-2017-160395,12/31/2016,01-06-17,Standard Class,KL-16555
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045
CA-2016-149314,07-02-16,07-07-16,Second Class,GB-14530
CA-2017-147039,6/29/2017,07-04-17,Standard Class,AA-10315
CA-2014-126522,09-01-14,09-05-14,Second Class,LT-16765
CA-2014-127964,03-03-14,03-08-14,Standard Class,AP-10720
CA-2014-117709,05-04-14,05-08-14,Standard Class,PM-18940
CA-2015-125416,11-02-15,11-02-15,Same Day,KC-16540
CA-2017-145226,12-08-17,12-10-17,Second Class,DL-13315
US-2014-100279,03-10-14,3/14/2014,Standard Class,SW-20275
CA-2014-158064,4/21/2014,4/25/2014,Standard Class,AA-10375
US-2015-104430,10/22/2015,10/26/2015,Standard Class,LT-17110
CA-2015-132080,8/22/2015,8/25/2015,First Class,DP-13105
CA-2016-161207,8/29/2016,09-03-16,Standard Class,AB-10060
CA-2014-120243,12/27/2014,12/30/2014,Second Class,AT-10435
CA-2016-113621,12-01-16,12-05-16,Standard Class,JE-15745
CA-2016-168081,4/24/2016,4/27/2016,Second Class,CA-12055
CA-2014-128146,6/21/2014,6/25/2014,Standard Class,DB-13060
CA-2017-138779,1/14/2017,1/15/2017,First Class,RB-19570
CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530
US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355
CA-2016-130946,04-08-16,04-12-16,Standard Class,ZC-21910
CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945
CA-2017-133235,08-01-17,08-04-17,First Class,LH-16750
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755
US-2017-118087,09-09-17,9/13/2017,Standard Class,SP-20620
CA-2014-110184,07-12-14,7/16/2014,Standard Class,BF-11170
CA-2016-126004,12-04-16,12-05-16,First Class,BM-11140
CA-2017-100013,11-06-17,11-11-17,Standard Class,ZC-21910
CA-2015-132570,10/31/2015,11-02-15,Second Class,KT-16480
CA-2016-153682,5/30/2016,06-01-16,First Class,BG-11695
CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820
CA-2014-127012,08-11-14,8/15/2014,Standard Class,GM-14680
CA-2016-128727,8/29/2016,09-04-16,Standard Class,MO-17800
US-2016-162859,2/15/2016,2/22/2016,Standard Class,PG-18820
CA-2017-133641,5/14/2017,5/21/2017,Standard Class,EJ-14155
CA-2014-168494,12-12-14,12/14/2014,Second Class,NP-18700
CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630
CA-2015-154956,07-04-15,07-09-15,Standard Class,IM-15070
CA-2017-144638,03-10-17,3/14/2017,Standard Class,MH-18115
US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795
CA-2017-117079,10/23/2017,10/27/2017,Standard Class,JR-15700
US-2016-144393,10/28/2016,11-04-16,Standard Class,SM-20950
CA-2017-105053,07-07-17,07-09-17,Second Class,CS-12355
CA-2016-155992,10-01-16,10-02-16,First Class,CC-12220
CA-2017-110380,09-02-17,09-07-17,Standard Class,PF-19225
US-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105
CA-2017-121412,9/23/2017,9/27/2017,Standard Class,BG-11695
CA-2017-100426,06-04-17,06-08-17,Standard Class,DC-12850
US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545
CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710
CA-2016-148698,05-02-16,05-07-16,Standard Class,BD-11770
CA-2014-163293,09-08-14,09-11-14,First Class,KC-16255
CA-2016-160815,09-05-16,09-06-16,First Class,TR-21325
CA-2017-122154,04-09-17,04-11-17,First Class,SA-20830
US-2015-149692,12-06-15,12-12-15,Standard Class,KW-16435
CA-2016-119445,6/26/2016,07-03-16,Standard Class,GM-14500
CA-2015-124268,07-04-15,07-08-15,Standard Class,AD-10180
CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355
CA-2016-163384,11-10-16,11-12-16,First Class,CC-12430
CA-2015-101707,8/27/2015,09-01-15,Standard Class,PF-19165
CA-2015-138898,5/25/2015,5/29/2015,Standard Class,JH-16180
CA-2017-115427,12/30/2017,01-03-18,Standard Class,EB-13975
CA-2016-134425,12-08-16,12-12-16,Second Class,QJ-19255
CA-2015-121391,10-04-15,10-07-15,First Class,AA-10315
CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140
CA-2015-115847,9/19/2015,9/24/2015,Second Class,TC-21535
US-2017-126179,07-03-17,07-07-17,Standard Class,CS-12460
CA-2016-101966,7/14/2016,7/16/2016,Second Class,BM-11785
CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825
CA-2016-141082,12-09-16,12/13/2016,Standard Class,FM-14380
US-2016-134488,9/24/2016,10-01-16,Standard Class,PK-19075
CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965
CA-2017-157651,12-10-17,12/14/2017,Standard Class,HA-14920
CA-2014-160773,07-01-14,07-05-14,Standard Class,LW-16825
CA-2017-167703,02-03-17,02-08-17,Standard Class,MC-17575
CA-2017-121804,03-03-17,03-08-17,Standard Class,LP-17095
CA-2017-162635,10-09-17,10-10-17,First Class,EB-14170
CA-2014-107153,9/28/2014,10-03-14,Standard Class,GZ-14545
US-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810
CA-2015-120439,6/14/2015,6/18/2015,Standard Class,AD-10180
CA-2016-128258,3/30/2016,04-01-16,First Class,CP-12085
CA-2017-106033,10/15/2017,10/18/2017,Second Class,FG-14260
CA-2016-142762,5/23/2016,5/27/2016,Standard Class,LD-17005
CA-2017-127705,06-02-17,06-06-17,Standard Class,AB-10255
CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935
CA-2014-121664,05-06-14,05-10-14,Standard Class,HP-14815
CA-2016-122133,5/16/2016,5/23/2016,Standard Class,JR-15670
US-2017-123281,04-02-17,04-07-17,Standard Class,JF-15190
CA-2017-100524,3/31/2017,04-02-17,Second Class,CM-12115
CA-2017-113481,01-02-17,01-04-17,First Class,AS-10045
CA-2015-131758,5/28/2015,06-01-15,Standard Class,KB-16315
CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515
CA-2014-153976,10-03-14,10-08-14,Second Class,BP-11290
CA-2016-162901,3/28/2016,3/31/2016,First Class,AS-10045
CA-2017-162978,05-04-17,05-09-17,Standard Class,LW-16990
US-2014-160444,07-05-14,07-05-14,Same Day,DC-12850
CA-2016-145247,05-05-16,05-07-16,First Class,ND-18370
CA-2017-160045,4/26/2017,4/27/2017,First Class,LB-16735
US-2014-151925,9/26/2014,10-01-14,Second Class,KT-16465
CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860
US-2017-155425,11-10-17,11-11-17,First Class,AB-10600
CA-2017-133249,07-08-17,07-11-17,First Class,SZ-20035
US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670
CA-2017-136672,03-07-17,03-12-17,Standard Class,MG-17890
US-2014-157021,04-01-14,04-06-14,Second Class,KM-16720
CA-2015-120362,9/14/2015,9/19/2015,Standard Class,CA-12265
CA-2014-126361,08-04-14,08-09-14,Second Class,VD-21670
US-2016-100566,09-03-16,09-09-16,Standard Class,JK-16120
US-2016-108504,02-05-16,02-05-16,Same Day,PP-18955
CA-2017-124828,07-03-17,07-04-17,First Class,YS-21880
US-2017-117247,10-09-17,10/14/2017,Standard Class,CK-12760
CA-2016-124485,11/24/2016,11/26/2016,First Class,NC-18340
CA-2016-159212,11-01-16,11-05-16,Standard Class,KM-16375
US-2016-161396,4/19/2016,4/25/2016,Standard Class,GM-14455
US-2014-118486,04-06-14,04-08-14,First Class,SD-20485
CA-2016-130407,09-02-16,09-06-16,Standard Class,KD-16270
US-2016-122245,9/25/2016,9/30/2016,Standard Class,AB-10105
CA-2017-105144,11-04-17,11-11-17,Standard Class,SZ-20035
CA-2016-136329,07-09-16,7/13/2016,Standard Class,JD-15895
CA-2014-146640,6/30/2014,07-05-14,Standard Class,HA-14905
CA-2017-115994,1/28/2017,1/31/2017,Second Class,BT-11305
CA-2015-126697,9/21/2015,9/24/2015,First Class,SV-20815
CA-2015-124800,9/26/2015,9/30/2015,Standard Class,RW-19540
US-2015-164448,10/31/2015,11-04-15,Second Class,DK-12835
CA-2017-122700,11/26/2017,11/30/2017,Standard Class,LT-17110
CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070
US-2016-153129,12/26/2016,12/30/2016,Standard Class,FP-14320
CA-2017-106852,6/20/2017,6/27/2017,Standard Class,ST-20530
CA-2015-139731,10/15/2015,10/15/2015,Same Day,JE-15745
CA-2017-122735,04-12-17,4/15/2017,Second Class,BD-11320
CA-2017-128160,12/19/2017,12/24/2017,Second Class,MM-17920
CA-2017-117695,08-05-17,08-08-17,First Class,PW-19030
CA-2015-166135,10-01-15,10-06-15,Standard Class,SC-20440
CA-2016-133725,5/23/2016,5/28/2016,Standard Class,KL-16645
CA-2017-102337,6/13/2017,6/16/2017,First Class,SD-20485
US-2014-112564,4/23/2014,4/24/2014,First Class,TS-21160
CA-2015-145821,05-01-15,05-07-15,Standard Class,JB-15400
US-2015-160150,7/19/2015,7/20/2015,First Class,TS-21085
CA-2016-133711,11/26/2016,11/29/2016,First Class,MC-17425
CA-2017-148474,06-12-17,6/19/2017,Standard Class,ME-17320
CA-2015-111297,8/17/2015,8/21/2015,Standard Class,SC-20440
CA-2016-123722,9/25/2016,10-01-16,Standard Class,NH-18610
CA-2014-155271,05-04-14,05-04-14,Same Day,AA-10480
CA-2015-119907,12-01-15,12-08-15,Standard Class,LC-17140
US-2016-128902,03-11-16,3/15/2016,Standard Class,MB-18085
CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930
US-2016-104794,12/16/2016,12/19/2016,First Class,KD-16495
CA-2014-151708,08-08-14,8/14/2014,Standard Class,MB-17305
CA-2015-100769,5/16/2015,5/16/2015,Same Day,TH-21550
CA-2017-139199,12-09-17,12/13/2017,Standard Class,DK-12835
US-2015-161466,9/24/2015,9/27/2015,Second Class,ON-18715
CA-2017-164959,07-11-17,7/15/2017,Standard Class,KN-16390
US-2015-105676,12-01-15,12-02-15,Same Day,NM-18520
CA-2016-113138,11/19/2016,11/25/2016,Standard Class,NP-18685
US-2017-104955,3/19/2017,3/24/2017,Standard Class,CG-12040
CA-2016-121958,11/13/2016,11/17/2016,Standard Class,CS-12505
CA-2017-121468,11/19/2017,11/20/2017,First Class,KD-16345
US-2016-108455,12-02-16,12-08-16,Standard Class,MK-18160
CA-2017-101210,8/25/2017,8/28/2017,Second Class,DW-13540
US-2016-108098,10/14/2016,10/18/2016,Standard Class,CP-12340
CA-2014-119032,11/27/2014,12-03-14,Standard Class,MS-17770
CA-2015-140410,11-03-15,11-07-15,Standard Class,CM-12655
CA-2014-136280,11/29/2014,12-06-14,Standard Class,Co-12640
CA-2017-151911,4/30/2017,05-05-17,Second Class,DL-13495
CA-2017-166436,11/24/2017,11/28/2017,Standard Class,TS-21370
CA-2017-139661,10/30/2017,11-03-17,Standard Class,JW-15220
CA-2014-123925,12/17/2014,12/19/2014,Second Class,RF-19840
CA-2017-152485,09-04-17,09-08-17,Standard Class,JD-15790
CA-2016-141586,10/17/2016,10/20/2016,First Class,NK-18490
CA-2017-130386,11-12-17,11/18/2017,Standard Class,NG-18430
CA-2016-100468,11/24/2016,12-01-16,Standard Class,AT-10435
CA-2015-153388,08-01-15,08-07-15,Standard Class,PC-19000
CA-2017-154935,12/24/2017,12/29/2017,Standard Class,AR-10540
CA-2016-134208,9/17/2016,9/23/2016,Standard Class,CS-12505
CA-2017-108294,12-10-17,12-10-17,Same Day,LS-16975
CA-2017-103611,09-12-17,9/15/2017,First Class,JM-15535
CA-2017-100384,6/24/2017,07-01-17,Standard Class,NH-18610
CA-2017-112809,8/18/2017,8/22/2017,Standard Class,RA-19915
US-2017-160759,12-11-17,12/17/2017,Standard Class,AI-10855
CA-2017-148446,12-10-17,12/14/2017,Second Class,MC-17845
CA-2014-111059,02-03-14,02-06-14,Second Class,TB-21400
CA-2017-116204,02-11-17,2/14/2017,Second Class,VW-21775
CA-2017-109946,4/16/2017,4/21/2017,Standard Class,PL-18925
CA-2015-144806,12-06-15,12-11-15,Standard Class,GH-14425
CA-2016-122392,7/22/2016,7/27/2016,Standard Class,CJ-12010
CA-2015-148432,11-07-15,11-10-15,Second Class,MC-18130
CA-2015-103793,3/26/2015,3/31/2015,Standard Class,BV-11245
CA-2017-159884,8/31/2017,09-05-17,Standard Class,JF-15490
CA-2016-139885,12-04-16,12-08-16,Standard Class,EB-13840
CA-2017-124086,02-10-17,2/14/2017,Standard Class,MP-18175
CA-2016-112389,10/29/2016,11-02-16,Standard Class,JM-15655
CA-2017-121888,9/15/2017,9/17/2017,Second Class,CL-11890
CA-2014-166884,03-11-14,3/16/2014,Second Class,CK-12205
CA-2014-107181,02-04-14,02-08-14,Standard Class,DB-13270
CA-2014-150245,12/31/2014,01-04-15,Second Class,PC-18745
CA-2015-111395,11/23/2015,11/27/2015,Standard Class,VB-21745
CA-2014-134278,07-06-14,07-08-14,First Class,EP-13915
US-2017-124926,11/13/2017,11/18/2017,Second Class,ME-17320
CA-2016-159345,6/17/2016,6/22/2016,Standard Class,IG-15085
CA-2014-130274,05-03-14,05-05-14,First Class,JS-15940
CA-2017-158386,10/16/2017,10/21/2017,Standard Class,BO-11425
CA-2015-111507,02-06-15,2/13/2015,Standard Class,VW-21775
CA-2017-120761,09-04-17,09-08-17,Standard Class,AB-10150
CA-2016-109176,05-09-16,5/15/2016,Standard Class,JW-16075
CA-2015-112116,3/16/2015,3/18/2015,Second Class,JE-15475
CA-2016-126809,04-09-16,4/13/2016,Standard Class,EB-13750
CA-2014-105172,04-04-14,04-09-14,Standard Class,PK-18910
CA-2017-107293,09-05-17,09-06-17,First Class,CS-12400
US-2017-102890,6/30/2017,6/30/2017,Same Day,SG-20470
CA-2015-158554,11-09-15,11-09-15,Same Day,CM-12190
CA-2014-116239,03-04-14,03-04-14,Same Day,CL-12565
CA-2015-132101,3/19/2015,3/25/2015,Standard Class,JO-15550
CA-2015-129112,11/29/2015,11/30/2015,First Class,AW-10840
US-2017-152002,06-11-17,06-11-17,Same Day,DV-13465
CA-2017-165029,11/26/2017,11/30/2017,Standard Class,AH-10075
US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095
CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100
CA-2016-109057,4/22/2016,4/27/2016,Standard Class,TT-21460
CA-2016-154403,5/23/2016,5/27/2016,Standard Class,AP-10720
CA-2016-102456,2/27/2016,03-01-16,First Class,DL-12865
CA-2015-131338,08-09-15,08-12-15,First Class,NP-18325
CA-2016-109911,05-12-16,5/16/2016,Standard Class,VG-21805
US-2016-132423,4/15/2016,4/19/2016,Standard Class,MY-18295
CA-2015-122826,6/23/2015,6/25/2015,Second Class,RD-19480
CA-2014-117317,10/19/2014,10/19/2014,Same Day,JF-15490
CA-2015-118423,3/24/2015,3/27/2015,First Class,DP-13390
CA-2017-149181,05-08-17,05-12-17,Standard Class,MD-17350
CA-2017-132234,10/16/2017,10/18/2017,First Class,MY-17380
CA-2017-158876,11/19/2017,11/21/2017,Second Class,AB-10150
CA-2016-164672,05-08-16,5/13/2016,Second Class,GB-14530
US-2016-132857,12-11-16,12/17/2016,Standard Class,CA-12775
CA-2017-116645,11/30/2017,12-04-17,Standard Class,ME-17725
US-2016-115819,4/19/2016,4/24/2016,Second Class,JO-15280
CA-2014-156349,5/26/2014,5/30/2014,Standard Class,ML-17395
